seq	citeUrn	ctsUrn	analysis	surfaceForm
641	urn:cite:fu:synTok_tlg0085_tlg003_fu.641	urn:cts:greekLit:tlg0085.tlg003.fu:96@τοιόνδ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.641	τοιόνδ᾽
642	urn:cite:fu:synTok_tlg0085_tlg003_fu.642	urn:cts:greekLit:tlg0085.tlg003.fu:96@ὁ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.642	ὁ
643	urn:cite:fu:synTok_tlg0085_tlg003_fu.643	urn:cts:greekLit:tlg0085.tlg003.fu:96@νέος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.643	νέος
644	urn:cite:fu:synTok_tlg0085_tlg003_fu.644	urn:cts:greekLit:tlg0085.tlg003.fu:96@ταγὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.644	ταγὸς
645	urn:cite:fu:synTok_tlg0085_tlg003_fu.645	urn:cts:greekLit:tlg0085.tlg003.fu:96@μακάρων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.645	μακάρων
646	urn:cite:fu:synTok_tlg0085_tlg003_fu.646	urn:cts:greekLit:tlg0085.tlg003.fu:97@ἐξηῦρ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.646	ἐξηῦρ᾽
647	urn:cite:fu:synTok_tlg0085_tlg003_fu.647	urn:cts:greekLit:tlg0085.tlg003.fu:97@ἐπ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.647	ἐπ᾽
648	urn:cite:fu:synTok_tlg0085_tlg003_fu.648	urn:cts:greekLit:tlg0085.tlg003.fu:97@ἐμοὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.648	ἐμοὶ
649	urn:cite:fu:synTok_tlg0085_tlg003_fu.649	urn:cts:greekLit:tlg0085.tlg003.fu:97@δεσμὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.649	δεσμὸν
650	urn:cite:fu:synTok_tlg0085_tlg003_fu.650	urn:cts:greekLit:tlg0085.tlg003.fu:97@ἀεικῆ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.650	ἀεικῆ
651	urn:cite:fu:synTok_tlg0085_tlg003_fu.651	urn:cts:greekLit:tlg0085.tlg003.fu:97@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.651	.
652	urn:cite:fu:synTok_tlg0085_tlg003_fu.652	urn:cts:greekLit:tlg0085.tlg003.fu:98@φεῦ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.652	φεῦ
653	urn:cite:fu:synTok_tlg0085_tlg003_fu.653	urn:cts:greekLit:tlg0085.tlg003.fu:98@φεῦ[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.653	φεῦ
654	urn:cite:fu:synTok_tlg0085_tlg003_fu.654	urn:cts:greekLit:tlg0085.tlg003.fu:98@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.654	,
655	urn:cite:fu:synTok_tlg0085_tlg003_fu.655	urn:cts:greekLit:tlg0085.tlg003.fu:98@τὸ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.655	τὸ
656	urn:cite:fu:synTok_tlg0085_tlg003_fu.656	urn:cts:greekLit:tlg0085.tlg003.fu:98@παρὸν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.656	παρὸν
657	urn:cite:fu:synTok_tlg0085_tlg003_fu.657	urn:cts:greekLit:tlg0085.tlg003.fu:98@τό[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.657	τό
658	urn:cite:fu:synTok_tlg0085_tlg003_fu.658	urn:cts:greekLit:tlg0085.tlg003.fu:98@τ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.658	τ᾽
659	urn:cite:fu:synTok_tlg0085_tlg003_fu.659	urn:cts:greekLit:tlg0085.tlg003.fu:98@ἐπερχόμενον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.659	ἐπερχόμενον
660	urn:cite:fu:synTok_tlg0085_tlg003_fu.660	urn:cts:greekLit:tlg0085.tlg003.fu:99@πῆμα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.660	πῆμα
661	urn:cite:fu:synTok_tlg0085_tlg003_fu.661	urn:cts:greekLit:tlg0085.tlg003.fu:99@στενάχω[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.661	στενάχω
662	urn:cite:fu:synTok_tlg0085_tlg003_fu.662	urn:cts:greekLit:tlg0085.tlg003.fu:99@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.662	,
663	urn:cite:fu:synTok_tlg0085_tlg003_fu.663	urn:cts:greekLit:tlg0085.tlg003.fu:99@πῇ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.663	πῇ
664	urn:cite:fu:synTok_tlg0085_tlg003_fu.664	urn:cts:greekLit:tlg0085.tlg003.fu:99@ποτε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.664	ποτε
665	urn:cite:fu:synTok_tlg0085_tlg003_fu.665	urn:cts:greekLit:tlg0085.tlg003.fu:99@μόχθων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.665	μόχθων
666	urn:cite:fu:synTok_tlg0085_tlg003_fu.666	urn:cts:greekLit:tlg0085.tlg003.fu:100@χρὴ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.666	χρὴ
667	urn:cite:fu:synTok_tlg0085_tlg003_fu.667	urn:cts:greekLit:tlg0085.tlg003.fu:100@τέρματα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.667	τέρματα
668	urn:cite:fu:synTok_tlg0085_tlg003_fu.668	urn:cts:greekLit:tlg0085.tlg003.fu:100@τῶνδ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.668	τῶνδ᾽
669	urn:cite:fu:synTok_tlg0085_tlg003_fu.669	urn:cts:greekLit:tlg0085.tlg003.fu:100@ἐπιτεῖλαι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.669	ἐπιτεῖλαι
670	urn:cite:fu:synTok_tlg0085_tlg003_fu.670	urn:cts:greekLit:tlg0085.tlg003.fu:100@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.670	.
671	urn:cite:fu:synTok_tlg0085_tlg003_fu.671	urn:cts:greekLit:tlg0085.tlg003.fu:101@καίτοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.671	καίτοι
672	urn:cite:fu:synTok_tlg0085_tlg003_fu.672	urn:cts:greekLit:tlg0085.tlg003.fu:101@τί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.672	τί
673	urn:cite:fu:synTok_tlg0085_tlg003_fu.673	urn:cts:greekLit:tlg0085.tlg003.fu:101@φημι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.673	φημι
674	urn:cite:fu:synTok_tlg0085_tlg003_fu.674	urn:cts:greekLit:tlg0085.tlg003.fu:101@;[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.674	;
675	urn:cite:fu:synTok_tlg0085_tlg003_fu.675	urn:cts:greekLit:tlg0085.tlg003.fu:101@πάντα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.675	πάντα
676	urn:cite:fu:synTok_tlg0085_tlg003_fu.676	urn:cts:greekLit:tlg0085.tlg003.fu:101@προυξεπίσταμαι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.676	προυξεπίσταμαι
677	urn:cite:fu:synTok_tlg0085_tlg003_fu.677	urn:cts:greekLit:tlg0085.tlg003.fu:102@σκεθρῶς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.677	σκεθρῶς
678	urn:cite:fu:synTok_tlg0085_tlg003_fu.678	urn:cts:greekLit:tlg0085.tlg003.fu:102@τὰ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.678	τὰ
679	urn:cite:fu:synTok_tlg0085_tlg003_fu.679	urn:cts:greekLit:tlg0085.tlg003.fu:102@μέλλοντ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.679	μέλλοντ᾽
680	urn:cite:fu:synTok_tlg0085_tlg003_fu.680	urn:cts:greekLit:tlg0085.tlg003.fu:102@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.680	,
681	urn:cite:fu:synTok_tlg0085_tlg003_fu.681	urn:cts:greekLit:tlg0085.tlg003.fu:102@οὐ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.681	οὐ
682	urn:cite:fu:synTok_tlg0085_tlg003_fu.682	urn:cts:greekLit:tlg0085.tlg003.fu:102@δέ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.682	δέ
683	urn:cite:fu:synTok_tlg0085_tlg003_fu.683	urn:cts:greekLit:tlg0085.tlg003.fu:102@μοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.683	μοι
684	urn:cite:fu:synTok_tlg0085_tlg003_fu.684	urn:cts:greekLit:tlg0085.tlg003.fu:102@ποταίνιον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.684	ποταίνιον
685	urn:cite:fu:synTok_tlg0085_tlg003_fu.685	urn:cts:greekLit:tlg0085.tlg003.fu:103@πῆμ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.685	πῆμ᾽
686	urn:cite:fu:synTok_tlg0085_tlg003_fu.686	urn:cts:greekLit:tlg0085.tlg003.fu:103@οὐδὲν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.686	οὐδὲν
687	urn:cite:fu:synTok_tlg0085_tlg003_fu.687	urn:cts:greekLit:tlg0085.tlg003.fu:103@ἥξει[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.687	ἥξει
688	urn:cite:fu:synTok_tlg0085_tlg003_fu.688	urn:cts:greekLit:tlg0085.tlg003.fu:103@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.688	.
689	urn:cite:fu:synTok_tlg0085_tlg003_fu.689	urn:cts:greekLit:tlg0085.tlg003.fu:103@τὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.689	τὴν
690	urn:cite:fu:synTok_tlg0085_tlg003_fu.690	urn:cts:greekLit:tlg0085.tlg003.fu:103@πεπρωμένην[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.690	πεπρωμένην
691	urn:cite:fu:synTok_tlg0085_tlg003_fu.691	urn:cts:greekLit:tlg0085.tlg003.fu:103@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.691	δὲ
692	urn:cite:fu:synTok_tlg0085_tlg003_fu.692	urn:cts:greekLit:tlg0085.tlg003.fu:103@χρὴ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.692	χρὴ
693	urn:cite:fu:synTok_tlg0085_tlg003_fu.693	urn:cts:greekLit:tlg0085.tlg003.fu:104@αἶσαν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.693	αἶσαν
694	urn:cite:fu:synTok_tlg0085_tlg003_fu.694	urn:cts:greekLit:tlg0085.tlg003.fu:104@φέρειν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.694	φέρειν
695	urn:cite:fu:synTok_tlg0085_tlg003_fu.695	urn:cts:greekLit:tlg0085.tlg003.fu:104@ὡς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.695	ὡς
696	urn:cite:fu:synTok_tlg0085_tlg003_fu.696	urn:cts:greekLit:tlg0085.tlg003.fu:104@ῥᾷστα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.696	ῥᾷστα
697	urn:cite:fu:synTok_tlg0085_tlg003_fu.697	urn:cts:greekLit:tlg0085.tlg003.fu:104@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.697	,
698	urn:cite:fu:synTok_tlg0085_tlg003_fu.698	urn:cts:greekLit:tlg0085.tlg003.fu:104@γιγνώσκονθ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.698	γιγνώσκονθ᾽
699	urn:cite:fu:synTok_tlg0085_tlg003_fu.699	urn:cts:greekLit:tlg0085.tlg003.fu:104@ὅτι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.699	ὅτι
700	urn:cite:fu:synTok_tlg0085_tlg003_fu.700	urn:cts:greekLit:tlg0085.tlg003.fu:105@τὸ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.700	τὸ
701	urn:cite:fu:synTok_tlg0085_tlg003_fu.701	urn:cts:greekLit:tlg0085.tlg003.fu:105@τῆς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.701	τῆς
702	urn:cite:fu:synTok_tlg0085_tlg003_fu.702	urn:cts:greekLit:tlg0085.tlg003.fu:105@ἀνάγκης[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.702	ἀνάγκης
703	urn:cite:fu:synTok_tlg0085_tlg003_fu.703	urn:cts:greekLit:tlg0085.tlg003.fu:105@ἔστ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.703	ἔστ᾽
704	urn:cite:fu:synTok_tlg0085_tlg003_fu.704	urn:cts:greekLit:tlg0085.tlg003.fu:105@ἀδήριτον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.704	ἀδήριτον
705	urn:cite:fu:synTok_tlg0085_tlg003_fu.705	urn:cts:greekLit:tlg0085.tlg003.fu:105@σθένος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.705	σθένος
706	urn:cite:fu:synTok_tlg0085_tlg003_fu.706	urn:cts:greekLit:tlg0085.tlg003.fu:105@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.706	.
707	urn:cite:fu:synTok_tlg0085_tlg003_fu.707	urn:cts:greekLit:tlg0085.tlg003.fu:106@ἀλλ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.707	ἀλλ᾽
708	urn:cite:fu:synTok_tlg0085_tlg003_fu.708	urn:cts:greekLit:tlg0085.tlg003.fu:106@οὔτε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.708	οὔτε
709	urn:cite:fu:synTok_tlg0085_tlg003_fu.709	urn:cts:greekLit:tlg0085.tlg003.fu:106@σιγᾶν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.709	σιγᾶν
710	urn:cite:fu:synTok_tlg0085_tlg003_fu.710	urn:cts:greekLit:tlg0085.tlg003.fu:106@οὔτε[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.710	οὔτε
711	urn:cite:fu:synTok_tlg0085_tlg003_fu.711	urn:cts:greekLit:tlg0085.tlg003.fu:106@μὴ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.711	μὴ
712	urn:cite:fu:synTok_tlg0085_tlg003_fu.712	urn:cts:greekLit:tlg0085.tlg003.fu:106@σιγᾶν[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.712	σιγᾶν
713	urn:cite:fu:synTok_tlg0085_tlg003_fu.713	urn:cts:greekLit:tlg0085.tlg003.fu:106@τύχας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.713	τύχας
714	urn:cite:fu:synTok_tlg0085_tlg003_fu.714	urn:cts:greekLit:tlg0085.tlg003.fu:107@οἷόν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.714	οἷόν
715	urn:cite:fu:synTok_tlg0085_tlg003_fu.715	urn:cts:greekLit:tlg0085.tlg003.fu:107@τέ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.715	τέ
716	urn:cite:fu:synTok_tlg0085_tlg003_fu.716	urn:cts:greekLit:tlg0085.tlg003.fu:107@μοι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.716	μοι
717	urn:cite:fu:synTok_tlg0085_tlg003_fu.717	urn:cts:greekLit:tlg0085.tlg003.fu:107@τάσδ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.717	τάσδ᾽
718	urn:cite:fu:synTok_tlg0085_tlg003_fu.718	urn:cts:greekLit:tlg0085.tlg003.fu:107@ἐστί[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.718	ἐστί
719	urn:cite:fu:synTok_tlg0085_tlg003_fu.719	urn:cts:greekLit:tlg0085.tlg003.fu:107@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.719	.
720	urn:cite:fu:synTok_tlg0085_tlg003_fu.720	urn:cts:greekLit:tlg0085.tlg003.fu:107@θνητοῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.720	θνητοῖς
721	urn:cite:fu:synTok_tlg0085_tlg003_fu.721	urn:cts:greekLit:tlg0085.tlg003.fu:107@γὰρ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.721	γὰρ
722	urn:cite:fu:synTok_tlg0085_tlg003_fu.722	urn:cts:greekLit:tlg0085.tlg003.fu:107@γέρα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.722	γέρα
723	urn:cite:fu:synTok_tlg0085_tlg003_fu.723	urn:cts:greekLit:tlg0085.tlg003.fu:108@πορὼν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.723	πορὼν
724	urn:cite:fu:synTok_tlg0085_tlg003_fu.724	urn:cts:greekLit:tlg0085.tlg003.fu:108@ἀνάγκαις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.724	ἀνάγκαις
725	urn:cite:fu:synTok_tlg0085_tlg003_fu.725	urn:cts:greekLit:tlg0085.tlg003.fu:108@ταῖσδ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.725	ταῖσδ᾽
726	urn:cite:fu:synTok_tlg0085_tlg003_fu.726	urn:cts:greekLit:tlg0085.tlg003.fu:108@ἐνέζευγμαι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.726	ἐνέζευγμαι
727	urn:cite:fu:synTok_tlg0085_tlg003_fu.727	urn:cts:greekLit:tlg0085.tlg003.fu:108@τάλας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.727	τάλας
728	urn:cite:fu:synTok_tlg0085_tlg003_fu.728	urn:cts:greekLit:tlg0085.tlg003.fu:108@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.728	.
729	urn:cite:fu:synTok_tlg0085_tlg003_fu.729	urn:cts:greekLit:tlg0085.tlg003.fu:109@ναρθηκοπλήρωτον[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.729	ναρθηκοπλήρωτον
730	urn:cite:fu:synTok_tlg0085_tlg003_fu.730	urn:cts:greekLit:tlg0085.tlg003.fu:109@δὲ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.730	δὲ
731	urn:cite:fu:synTok_tlg0085_tlg003_fu.731	urn:cts:greekLit:tlg0085.tlg003.fu:109@θηρῶμαι[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.731	θηρῶμαι
732	urn:cite:fu:synTok_tlg0085_tlg003_fu.732	urn:cts:greekLit:tlg0085.tlg003.fu:109@πυρὸς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.732	πυρὸς
733	urn:cite:fu:synTok_tlg0085_tlg003_fu.733	urn:cts:greekLit:tlg0085.tlg003.fu:110@πηγὴν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.733	πηγὴν
734	urn:cite:fu:synTok_tlg0085_tlg003_fu.734	urn:cts:greekLit:tlg0085.tlg003.fu:110@κλοπαίαν[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.734	κλοπαίαν
735	urn:cite:fu:synTok_tlg0085_tlg003_fu.735	urn:cts:greekLit:tlg0085.tlg003.fu:110@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.735	,
736	urn:cite:fu:synTok_tlg0085_tlg003_fu.736	urn:cts:greekLit:tlg0085.tlg003.fu:110@ἣ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.736	ἣ
737	urn:cite:fu:synTok_tlg0085_tlg003_fu.737	urn:cts:greekLit:tlg0085.tlg003.fu:110@διδάσκαλος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.737	διδάσκαλος
738	urn:cite:fu:synTok_tlg0085_tlg003_fu.738	urn:cts:greekLit:tlg0085.tlg003.fu:110@τέχνης[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.738	τέχνης
739	urn:cite:fu:synTok_tlg0085_tlg003_fu.739	urn:cts:greekLit:tlg0085.tlg003.fu:111@πάσης[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.739	πάσης
740	urn:cite:fu:synTok_tlg0085_tlg003_fu.740	urn:cts:greekLit:tlg0085.tlg003.fu:111@βροτοῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.740	βροτοῖς
741	urn:cite:fu:synTok_tlg0085_tlg003_fu.741	urn:cts:greekLit:tlg0085.tlg003.fu:111@πέφηνε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.741	πέφηνε
742	urn:cite:fu:synTok_tlg0085_tlg003_fu.742	urn:cts:greekLit:tlg0085.tlg003.fu:111@καὶ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.742	καὶ
743	urn:cite:fu:synTok_tlg0085_tlg003_fu.743	urn:cts:greekLit:tlg0085.tlg003.fu:111@μέγας[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.743	μέγας
744	urn:cite:fu:synTok_tlg0085_tlg003_fu.744	urn:cts:greekLit:tlg0085.tlg003.fu:111@πόρος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.744	πόρος
745	urn:cite:fu:synTok_tlg0085_tlg003_fu.745	urn:cts:greekLit:tlg0085.tlg003.fu:111@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.745	.
746	urn:cite:fu:synTok_tlg0085_tlg003_fu.746	urn:cts:greekLit:tlg0085.tlg003.fu:112@τοιῶνδε[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.746	τοιῶνδε
747	urn:cite:fu:synTok_tlg0085_tlg003_fu.747	urn:cts:greekLit:tlg0085.tlg003.fu:112@ποινὰς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.747	ποινὰς
748	urn:cite:fu:synTok_tlg0085_tlg003_fu.748	urn:cts:greekLit:tlg0085.tlg003.fu:112@ἀμπλακημάτων[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.748	ἀμπλακημάτων
749	urn:cite:fu:synTok_tlg0085_tlg003_fu.749	urn:cts:greekLit:tlg0085.tlg003.fu:112@τίνω[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.749	τίνω
750	urn:cite:fu:synTok_tlg0085_tlg003_fu.750	urn:cts:greekLit:tlg0085.tlg003.fu:113@ὑπαιθρίοις[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.750	ὑπαιθρίοις
751	urn:cite:fu:synTok_tlg0085_tlg003_fu.751	urn:cts:greekLit:tlg0085.tlg003.fu:113@δεσμοῖς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.751	δεσμοῖς
752	urn:cite:fu:synTok_tlg0085_tlg003_fu.752	urn:cts:greekLit:tlg0085.tlg003.fu:113@πεπασσαλευμένος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.752	πεπασσαλευμένος
753	urn:cite:fu:synTok_tlg0085_tlg003_fu.753	urn:cts:greekLit:tlg0085.tlg003.fu:113@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.753	.
754	urn:cite:fu:synTok_tlg0085_tlg003_fu.754	urn:cts:greekLit:tlg0085.tlg003.fu:114@ἆ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.754	ἆ
755	urn:cite:fu:synTok_tlg0085_tlg003_fu.755	urn:cts:greekLit:tlg0085.tlg003.fu:114@ἆ[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.755	ἆ
756	urn:cite:fu:synTok_tlg0085_tlg003_fu.756	urn:cts:greekLit:tlg0085.tlg003.fu:114@ἔα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.756	ἔα
757	urn:cite:fu:synTok_tlg0085_tlg003_fu.757	urn:cts:greekLit:tlg0085.tlg003.fu:114@ἔα[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.757	ἔα
758	urn:cite:fu:synTok_tlg0085_tlg003_fu.758	urn:cts:greekLit:tlg0085.tlg003.fu:114@.[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.758	.
759	urn:cite:fu:synTok_tlg0085_tlg003_fu.759	urn:cts:greekLit:tlg0085.tlg003.fu:115@τίς[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.759	τίς
760	urn:cite:fu:synTok_tlg0085_tlg003_fu.760	urn:cts:greekLit:tlg0085.tlg003.fu:115@ἀχώ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.760	ἀχώ
761	urn:cite:fu:synTok_tlg0085_tlg003_fu.761	urn:cts:greekLit:tlg0085.tlg003.fu:115@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.761	,
762	urn:cite:fu:synTok_tlg0085_tlg003_fu.762	urn:cts:greekLit:tlg0085.tlg003.fu:115@τίς[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.762	τίς
763	urn:cite:fu:synTok_tlg0085_tlg003_fu.763	urn:cts:greekLit:tlg0085.tlg003.fu:115@ὀδμὰ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.763	ὀδμὰ
764	urn:cite:fu:synTok_tlg0085_tlg003_fu.764	urn:cts:greekLit:tlg0085.tlg003.fu:115@προσέπτα[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.764	προσέπτα
765	urn:cite:fu:synTok_tlg0085_tlg003_fu.765	urn:cts:greekLit:tlg0085.tlg003.fu:115@μ᾽[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.765	μ᾽
766	urn:cite:fu:synTok_tlg0085_tlg003_fu.766	urn:cts:greekLit:tlg0085.tlg003.fu:115@ἀφεγγής[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.766	ἀφεγγής
767	urn:cite:fu:synTok_tlg0085_tlg003_fu.767	urn:cts:greekLit:tlg0085.tlg003.fu:115@,[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.767	,
768	urn:cite:fu:synTok_tlg0085_tlg003_fu.768	urn:cts:greekLit:tlg0085.tlg003.fu:116@θεόσυτος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.768	θεόσυτος
769	urn:cite:fu:synTok_tlg0085_tlg003_fu.769	urn:cts:greekLit:tlg0085.tlg003.fu:116@,[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.769	,
770	urn:cite:fu:synTok_tlg0085_tlg003_fu.770	urn:cts:greekLit:tlg0085.tlg003.fu:116@ἢ[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.770	ἢ
771	urn:cite:fu:synTok_tlg0085_tlg003_fu.771	urn:cts:greekLit:tlg0085.tlg003.fu:116@βρότειος[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.771	βρότειος
772	urn:cite:fu:synTok_tlg0085_tlg003_fu.772	urn:cts:greekLit:tlg0085.tlg003.fu:116@,[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.772	,
773	urn:cite:fu:synTok_tlg0085_tlg003_fu.773	urn:cts:greekLit:tlg0085.tlg003.fu:116@ἢ[2]	urn:cite:fu:synTok_tlg0085_tlg003_fu.773	ἢ
774	urn:cite:fu:synTok_tlg0085_tlg003_fu.774	urn:cts:greekLit:tlg0085.tlg003.fu:116@κεκραμένη[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.774	κεκραμένη
775	urn:cite:fu:synTok_tlg0085_tlg003_fu.775	urn:cts:greekLit:tlg0085.tlg003.fu:116@;[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.775	;
776	urn:cite:fu:synTok_tlg0085_tlg003_fu.776	urn:cts:greekLit:tlg0085.tlg003.fu:117@ἵκετο[1]	urn:cite:fu:synTok_tlg0085_tlg003_fu.776	ἵκετο
